transaction_id,anomaly_score,is_anomaly,severity,user_id,date,total_harga,merchant,kategori,hour,amount_rolling_ratio,merchant_freq_ratio,is_unusual_hour,category_freq_ratio,anomaly_types
13,0.04155098,False,normal,U001,2024-01-10 01:26:00,162904,superindo,makanan & minuman,1,2.232179315372199,0.009009009009009009,0,0.009615384615384616,['GENERAL_ANOMALY']
14,0.0472879,False,normal,U001,2024-01-12 18:53:00,91683,laundry express,kebutuhan rumah,18,1.044541968295634,0.09090909090909091,0,0.01238390092879257,['GENERAL_ANOMALY']
15,0.05286802,False,normal,U001,2024-01-13 09:57:00,31108,indomaret,makanan & minuman,9,0.35641409020342457,0.014492753623188406,0,0.01282051282051282,['GENERAL_ANOMALY']
16,0.01829809,False,normal,U001,2024-01-15 08:56:00,7122,indomaret,makanan & minuman,8,0.08009095417542415,0.028985507246376812,0,0.016025641025641024,['GENERAL_ANOMALY']
17,0.03841335,False,normal,U001,2024-01-16 09:12:00,29480,gacoan,makanan & minuman,9,0.33008584695348003,0.022727272727272728,0,0.019230769230769232,['GENERAL_ANOMALY']
18,0.02924714,False,normal,U001,2024-01-17 00:13:00,80484,bluebird,transport,0,1.0074781002070434,0.041666666666666664,0,0.025787965616045846,['GENERAL_ANOMALY']
19,0.05237542,False,normal,U001,2024-01-17 05:56:00,203350,miniso,kebutuhan rumah,5,2.703694495153028,0.011494252873563218,0,0.015479876160990712,['GENERAL_ANOMALY']
20,0.02600212,False,normal,U001,2024-01-17 08:12:00,122758,spbu vivo,transport,8,1.5232996926299436,0.034482758620689655,0,0.02865329512893983,['GENERAL_ANOMALY']
21,0.04214588,False,normal,U001,2024-01-18 03:10:00,98963,pertamina,transport,3,1.0712460976908722,0.14285714285714285,0,0.03151862464183381,['GENERAL_ANOMALY']
22,0.03184675,False,normal,U001,2024-01-19 12:22:00,23038,indomaret,makanan & minuman,12,0.24944346756520305,0.043478260869565216,0,0.022435897435897436,['GENERAL_ANOMALY']
23,0.04698263,False,normal,U001,2024-01-20 09:59:00,353718,miniso,kebutuhan rumah,9,4.156986719943589,0.01532567049808429,0,0.018575851393188854,['SPENDING_SPIKE']
24,0.01258282,False,normal,U001,2024-01-20 17:18:00,36591,simply fresh,kebutuhan rumah,17,0.3512576388528905,0.05555555555555555,0,0.021671826625386997,['GENERAL_ANOMALY']
25,0.04116508,False,normal,U001,2024-01-22 23:31:00,418236,miniso,kebutuhan rumah,23,4.23907028223575,0.019157088122605363,0,0.02476780185758514,['SPENDING_SPIKE']
26,0.04729957,False,normal,U001,2024-01-25 10:24:00,244200,miniso,kebutuhan rumah,10,1.7776160145586897,0.022988505747126436,0,0.02786377708978328,['GENERAL_ANOMALY']
27,0.06408054,False,normal,U001,2024-01-27 04:29:00,184212,miniso,kebutuhan rumah,4,1.1435857832121121,0.02681992337164751,0,0.030959752321981424,['GENERAL_ANOMALY']
28,0.13546124,True,warning,U001,2024-01-27 10:53:00,810974,traveloka,transport,10,4.59329617798319,0.037037037037037035,0,0.034383954154727794,['SPENDING_SPIKE']
29,0.07353153,False,normal,U001,2024-01-27 13:33:00,3029,parkir malioboro,transport,13,0.01213517357424731,0.044444444444444446,0,0.03724928366762178,['GENERAL_ANOMALY']
30,0.04789216,False,normal,U001,2024-01-30 00:00:00,68214,le minerale,kebutuhan rumah,0,0.29713437430985973,0.06666666666666667,0,0.034055727554179564,['GENERAL_ANOMALY']
31,0.04817234,False,normal,U001,2024-01-30 02:46:00,408250,miniso,kebutuhan rumah,2,1.8215809939830938,0.03065134099616858,0,0.03715170278637771,['GENERAL_ANOMALY']
32,0.10393956,True,warning,U001,2024-01-31 18:56:00,15060,gacoan,makanan & minuman,18,0.05904789388003475,0.045454545454545456,0,0.02564102564102564,['GENERAL_ANOMALY']
33,0.0522068,False,normal,U001,2024-02-01 02:04:00,489644,miniso,kebutuhan rumah,2,1.9258413195862016,0.034482758620689655,0,0.04024767801857585,['GENERAL_ANOMALY']
34,0.09393869,False,normal,U001,2024-02-02 10:46:00,103944,miniso,kebutuhan rumah,10,0.38807953942996243,0.038314176245210725,0,0.043343653250773995,['GENERAL_ANOMALY']
35,0.09090897,False,normal,U001,2024-02-02 11:16:00,32885,superindo,makanan & minuman,11,0.11976590927217946,0.018018018018018018,0,0.028846153846153848,['GENERAL_ANOMALY']
36,0.06316652,False,normal,U001,2024-02-02 19:29:00,58176,superindo,makanan & minuman,19,0.2464644033990532,0.02702702702702703,0,0.03205128205128205,['GENERAL_ANOMALY']
37,0.0390479,False,normal,U001,2024-02-04 06:47:00,118679,kai access,transport,6,0.5458016425695756,0.11538461538461539,0,0.04011461318051576,['GENERAL_ANOMALY']
38,0.03983864,False,normal,U001,2024-02-04 10:03:00,109769,spbu vivo,transport,10,0.5205122186579036,0.06896551724137931,0,0.04297994269340974,['GENERAL_ANOMALY']
39,0.03374694,False,normal,U001,2024-02-05 17:08:00,8644,indomaret,makanan & minuman,17,0.06140687381896197,0.057971014492753624,0,0.035256410256410256,['GENERAL_ANOMALY']
40,0.03242285,False,normal,U001,2024-02-08 02:59:00,81382,superindo,makanan & minuman,2,0.5758398047089208,0.036036036036036036,0,0.038461538461538464,['GENERAL_ANOMALY']
41,0.02590692,False,normal,U001,2024-02-08 10:23:00,4545,indomaret,makanan & minuman,10,0.031862471896879165,0.07246376811594203,0,0.041666666666666664,['GENERAL_ANOMALY']
42,0.08088194,False,normal,U001,2024-02-10 09:55:00,10591,miniso,makanan & minuman,9,0.10355535826379776,0.0421455938697318,0,0.04487179487179487,['GENERAL_ANOMALY']
43,0.04948622,False,normal,U001,2024-02-10 12:12:00,42808,warmindo,makanan & minuman,12,0.42039971755989824,0.046511627906976744,0,0.04807692307692308,['GENERAL_ANOMALY']
44,0.02870039,False,normal,U001,2024-02-10 14:44:00,3206,transjogja,transport,14,0.05610456518961978,0.10526315789473684,0,0.045845272206303724,['GENERAL_ANOMALY']
45,0.06346662,False,normal,U001,2024-02-10 16:33:00,189836,miniso,kebutuhan rumah,16,4.033099990439669,0.04597701149425287,0,0.04643962848297214,['SPENDING_SPIKE']
46,0.05481092,False,normal,U001,2024-02-10 19:02:00,3290,parkir malioboro,transport,19,0.052418082804638284,0.06666666666666667,0,0.04871060171919771,['GENERAL_ANOMALY']
47,0.02296091,False,normal,U001,2024-02-11 07:28:00,3263,parkir malioboro,transport,7,0.056969760458132554,0.08888888888888889,0,0.05157593123209169,['GENERAL_ANOMALY']
48,0.02083418,False,normal,U001,2024-02-13 08:23:00,5941,superindo,makanan & minuman,8,0.1299022180240694,0.04504504504504504,0,0.05128205128205128,['GENERAL_ANOMALY']
49,0.03240613,False,normal,U001,2024-02-13 12:02:00,3396,transjogja,transport,12,0.09606354450717931,0.15789473684210525,0,0.054441260744985676,['GENERAL_ANOMALY']
50,0.02130829,False,normal,U001,2024-02-13 14:53:00,18608,aqua,kebutuhan rumah,14,0.5343011703630537,0.06666666666666667,0,0.04953560371517028,['GENERAL_ANOMALY']
51,0.04580541,False,normal,U001,2024-02-13 22:49:00,79858,superindo,makanan & minuman,22,2.797186630892418,0.05405405405405406,0,0.05448717948717949,['GENERAL_ANOMALY']
52,0.05591664,False,normal,U001,2024-02-14 04:21:00,135673,shell,transport,4,3.7602651833251577,0.043478260869565216,0,0.05730659025787966,['SPENDING_SPIKE']
53,0.0240451,False,normal,U001,2024-02-14 21:41:00,30090,gacoan,makanan & minuman,21,0.6192772423331254,0.06818181818181818,0,0.057692307692307696,['GENERAL_ANOMALY']
54,0.02838044,False,normal,U001,2024-02-18 03:44:00,4590,eparking,transport,3,0.09700509963628372,0.1,0,0.06017191977077364,['GENERAL_ANOMALY']
55,0.04610423,False,normal,U001,2024-02-18 11:45:00,23256,gojek,transport,11,0.49005910800644814,0.02857142857142857,0,0.06303724928366762,['GENERAL_ANOMALY']
56,0.0595233,False,normal,U001,2024-02-19 18:53:00,90086,pertamina,transport,18,2.92510755743161,0.17857142857142858,0,0.0659025787965616,['GENERAL_ANOMALY']
57,0.0743863,False,normal,U001,2024-02-20 13:24:00,198690,miniso,kebutuhan rumah,13,5.03304447388486,0.04980842911877394,0,0.05263157894736842,['SPENDING_SPIKE']
58,0.050249,False,normal,U001,2024-02-20 18:42:00,89465,miniso,kebutuhan rumah,18,1.5158472241518948,0.05363984674329502,0,0.05572755417956656,['GENERAL_ANOMALY']
59,0.03012264,False,normal,U001,2024-02-22 06:56:00,79956,bluebird,transport,6,1.1867803040423202,0.08333333333333333,0,0.06876790830945559,['GENERAL_ANOMALY']
60,0.02108655,False,normal,U001,2024-02-23 03:25:00,51276,miniso,makanan & minuman,3,0.6834230329396147,0.05747126436781609,0,0.060897435897435896,['GENERAL_ANOMALY']
61,0.02328303,False,normal,U001,2024-02-25 08:10:00,3356,transjogja,transport,8,0.042863528960980904,0.21052631578947367,0,0.07163323782234957,['GENERAL_ANOMALY']
62,0.11440234,True,warning,U001,2024-02-25 22:59:00,911852,traveloka,transport,22,12.907560075193079,0.07407407407407407,0,0.07449856733524356,['SPENDING_SPIKE']
63,0.06999193,False,normal,U001,2024-02-26 00:15:00,25228,gojek,transport,0,0.17015743002117187,0.05714285714285714,0,0.07736389684813753,['GENERAL_ANOMALY']
64,0.05464191,False,normal,U001,2024-02-26 04:14:00,125071,kai access,transport,4,0.8463524308668834,0.15384615384615385,0,0.08022922636103152,['GENERAL_ANOMALY']
65,0.07115302,False,normal,U001,2024-02-27 10:00:00,90828,miniso,kebutuhan rumah,10,0.5682979966788592,0.06130268199233716,0,0.058823529411764705,['GENERAL_ANOMALY']
66,0.04413918,False,normal,U001,2024-02-28 02:33:00,95491,tol indonesia,transport,2,0.5732378927349807,0.029411764705882353,0,0.0830945558739255,['GENERAL_ANOMALY']
67,0.03934286,False,normal,U001,2024-02-28 12:35:00,75268,aqua,kebutuhan rumah,12,0.4503767600134752,0.13333333333333333,0,0.06191950464396285,['GENERAL_ANOMALY']
68,0.04405652,False,normal,U001,2024-03-01 03:03:00,258123,miniso,kebutuhan rumah,3,1.6676756249672922,0.06513409961685823,0,0.06501547987616099,['GENERAL_ANOMALY']
69,0.10090484,True,warning,U001,2024-03-02 05:23:00,777405,traveloka,transport,5,4.529120707223417,0.1111111111111111,0,0.08595988538681948,['SPENDING_SPIKE']
70,0.0536224,False,normal,U001,2024-03-04 04:42:00,3223,parkir malioboro,transport,4,0.01335179302608053,0.1111111111111111,0,0.08882521489971347,['GENERAL_ANOMALY']
71,0.02161012,False,normal,U001,2024-03-06 08:58:00,133232,miniso,kebutuhan rumah,8,0.5631452477011483,0.06896551724137931,0,0.06811145510835913,['GENERAL_ANOMALY']
72,0.08649058,False,normal,U001,2024-03-06 18:28:00,823569,traveloka,transport,18,3.299910927900483,0.14814814814814814,0,0.09169054441260745,['SPENDING_SPIKE']
73,0.03602824,False,normal,U001,2024-03-09 02:58:00,113625,simply fresh,kebutuhan rumah,2,0.47197281104306305,0.1111111111111111,0,0.07120743034055728,['GENERAL_ANOMALY']
74,0.06490053,False,normal,U001,2024-03-09 08:03:00,20860,gojek,transport,8,0.08357890814533755,0.08571428571428572,0,0.09455587392550144,['GENERAL_ANOMALY']
75,0.04236342,False,normal,U001,2024-03-10 16:00:00,97389,miniso,kebutuhan rumah,16,0.4072069555793236,0.07279693486590039,0,0.07430340557275542,['GENERAL_ANOMALY']
76,0.02929164,False,normal,U001,2024-03-11 20:18:00,64109,miniso,makanan & minuman,20,0.267321881665169,0.07662835249042145,0,0.0641025641025641,['GENERAL_ANOMALY']
77,0.04198072,False,normal,U001,2024-03-13 10:22:00,42646,shopee official store,makanan & minuman,10,0.18018322529071795,0.05263157894736842,0,0.0673076923076923,['GENERAL_ANOMALY']
78,0.08858745,False,normal,U001,2024-03-14 23:25:00,123517,spbu vivo,transport,23,0.5291640658369431,0.10344827586206896,0,0.09742120343839542,['GENERAL_ANOMALY']
79,0.05148863,False,normal,U001,2024-03-15 09:55:00,23665,gojek,transport,9,0.10758847691723666,0.11428571428571428,0,0.10028653295128939,['GENERAL_ANOMALY']
80,0.03603428,False,normal,U001,2024-03-15 12:12:00,8321,warmindo,makanan & minuman,12,0.05755112062496326,0.06976744186046512,0,0.07051282051282051,['GENERAL_ANOMALY']
81,0.04853688,False,normal,U001,2024-03-15 15:32:00,25556,grab,transport,15,0.17613372820296871,0.037037037037037035,0,0.10315186246418338,['GENERAL_ANOMALY']
82,0.07688942,False,normal,U001,2024-03-16 04:16:00,106466,pertamina,transport,4,0.7925900063055222,0.21428571428571427,0,0.10601719197707736,['GENERAL_ANOMALY']
83,0.0438572,False,normal,U001,2024-03-16 11:40:00,48735,miniso,kebutuhan rumah,11,0.7783104745721569,0.08045977011494253,0,0.07739938080495357,['GENERAL_ANOMALY']
84,0.03244431,False,normal,U001,2024-03-17 00:44:00,15168,gacoan,makanan & minuman,0,0.27024234153016174,0.09090909090909091,0,0.07371794871794872,['GENERAL_ANOMALY']
85,0.10015343,False,normal,U001,2024-03-17 18:40:00,792353,traveloka,transport,18,14.261675144263133,0.18518518518518517,0,0.10888252148997135,['SPENDING_SPIKE']
86,0.02903072,False,normal,U001,2024-03-18 04:48:00,20866,le minerale,kebutuhan rumah,4,0.16685511768459535,0.13333333333333333,0,0.0804953560371517,['GENERAL_ANOMALY']
87,0.0700034,False,normal,U001,2024-03-18 21:37:00,428624,miniso,kebutuhan rumah,21,3.5502603737421343,0.0842911877394636,0,0.08359133126934984,['SPENDING_SPIKE']
88,0.03352578,False,normal,U001,2024-03-19 12:19:00,9599,parkir plaza,transport,12,0.060246748690281245,0.041666666666666664,0,0.11174785100286533,['GENERAL_ANOMALY']
89,0.03865541,False,normal,U001,2024-03-19 17:33:00,21461,gojek,transport,17,0.14506919532258142,0.14285714285714285,0,0.11461318051575932,['GENERAL_ANOMALY']
90,0.03452255,False,normal,U001,2024-03-21 02:55:00,15058,superindo,makanan & minuman,2,0.10193892465198398,0.06306306306306306,0,0.07692307692307693,['GENERAL_ANOMALY']
91,0.04888769,False,normal,U001,2024-03-22 15:58:00,130281,spbu vivo,transport,15,0.877965841271895,0.13793103448275862,0,0.1174785100286533,['GENERAL_ANOMALY']
92,0.0366537,False,normal,U001,2024-03-23 10:59:00,9146,parkir plaza,transport,10,0.05757194447259604,0.08333333333333333,0,0.12034383954154727,['GENERAL_ANOMALY']
93,0.02593679,False,normal,U001,2024-03-24 09:34:00,81299,superindo,makanan & minuman,9,0.5451548681319197,0.07207207207207207,0,0.08012820512820513,['GENERAL_ANOMALY']
94,0.02815227,False,normal,U001,2024-03-27 17:13:00,81138,superindo,makanan & minuman,17,0.5324487405380398,0.08108108108108109,0,0.08333333333333333,['GENERAL_ANOMALY']
95,0.03241927,False,normal,U001,2024-03-28 03:50:00,210098,miniso,kebutuhan rumah,3,1.3215082068264945,0.08812260536398467,0,0.08668730650154799,['GENERAL_ANOMALY']
96,0.0441598,False,normal,U001,2024-03-30 13:02:00,115512,laundry express,kebutuhan rumah,13,1.1464300601441078,0.18181818181818182,0,0.08978328173374613,['GENERAL_ANOMALY']
97,0.03689274,False,normal,U001,2024-03-31 04:25:00,3171,parkir malioboro,transport,4,0.028769054622191818,0.13333333333333333,0,0.12320916905444126,['GENERAL_ANOMALY']
98,0.01204742,False,normal,U001,2024-04-01 06:24:00,3573,transjogja,transport,6,0.052794659361410694,0.2631578947368421,0,0.12607449856733524,['GENERAL_ANOMALY']
99,0.04588752,False,normal,U001,2024-04-01 12:04:00,782559,traveloka,transport,12,11.666977265645617,0.2222222222222222,0,0.12893982808022922,['SPENDING_SPIKE']
100,0.0239057,False,normal,U001,2024-04-02 01:55:00,199416,miniso,kebutuhan rumah,1,1.3927205807891216,0.09195402298850575,0,0.09287925696594428,['GENERAL_ANOMALY']
101,0.01901321,False,normal,U001,2024-04-02 13:32:00,10002,parkir plaza,transport,13,0.06188579033698119,0.125,0,0.1318051575931232,['GENERAL_ANOMALY']
102,0.04520648,False,normal,U001,2024-04-03 07:48:00,133010,laundry express,kebutuhan rumah,7,0.8891494487687878,0.2727272727272727,0,0.09597523219814241,['GENERAL_ANOMALY']
103,0.03276313,False,normal,U001,2024-04-04 11:19:00,10618,parkir plaza,transport,11,0.0655517882587104,0.16666666666666666,0,0.1346704871060172,['GENERAL_ANOMALY']
104,0.02554755,False,normal,U001,2024-04-04 18:16:00,47054,warmindo,makanan & minuman,18,0.30374919227658254,0.09302325581395349,0,0.08653846153846154,['GENERAL_ANOMALY']
105,0.01583183,False,normal,U001,2024-04-05 01:29:00,31269,superindo,makanan & minuman,1,0.20639290624630782,0.09009009009009009,0,0.08974358974358974,['GENERAL_ANOMALY']
106,0.02913572,False,normal,U001,2024-04-05 07:27:00,76132,superindo,makanan & minuman,7,0.5697675636920986,0.0990990990990991,0,0.09294871794871795,['GENERAL_ANOMALY']
107,0.02996034,False,normal,U001,2024-04-05 14:44:00,78910,superindo,makanan & minuman,14,0.6084912716858393,0.10810810810810811,0,0.09615384615384616,['GENERAL_ANOMALY']
108,0.05661544,False,normal,U001,2024-04-06 19:02:00,102276,superindo,makanan & minuman,19,0.7451515533462096,0.11711711711711711,0,0.09935897435897435,['GENERAL_ANOMALY']
109,0.0404445,False,normal,U001,2024-04-07 01:33:00,146676,simply fresh,kebutuhan rumah,1,0.996944107619612,0.16666666666666666,0,0.09907120743034056,['GENERAL_ANOMALY']
110,0.03763067,False,normal,U001,2024-04-07 10:40:00,2939,parkir malioboro,transport,10,0.03518188880895121,0.15555555555555556,0,0.13753581661891118,['GENERAL_ANOMALY']
111,0.04469408,False,normal,U001,2024-04-08 05:42:00,457775,miniso,kebutuhan rumah,5,7.165094162430192,0.09578544061302682,0,0.1021671826625387,['SPENDING_SPIKE']
112,0.03296066,False,normal,U001,2024-04-08 15:21:00,89692,laundryklin,kebutuhan rumah,15,0.8253847307689831,0.1111111111111111,0,0.10526315789473684,['GENERAL_ANOMALY']
113,0.02582662,False,normal,U001,2024-04-09 14:57:00,96966,tol indonesia,transport,14,0.9293708445192461,0.058823529411764705,0,0.14040114613180515,['GENERAL_ANOMALY']
114,0.00938696,False,normal,U001,2024-04-13 08:44:00,43877,superindo,makanan & minuman,8,0.38839549295874387,0.12612612612612611,0,0.10256410256410256,['GENERAL_ANOMALY']
115,0.0287252,False,normal,U001,2024-04-13 09:45:00,59638,shopee official store,makanan & minuman,9,0.5293993370746422,0.07894736842105263,0,0.10576923076923077,['GENERAL_ANOMALY']
116,0.02572568,False,normal,U001,2024-04-13 11:18:00,2794,parkir malioboro,transport,11,0.0241927593166801,0.17777777777777778,0,0.14326647564469913,['GENERAL_ANOMALY']
117,0.06868541,False,normal,U001,2024-04-13 22:36:00,817308,shopee official store,makanan & minuman,22,7.556800267763115,0.10526315789473684,0,0.10897435897435898,['SPENDING_SPIKE']
118,0.0411782,False,normal,U001,2024-04-14 03:31:00,114733,kai access,transport,3,0.6304180716953368,0.19230769230769232,0,0.14613180515759314,['GENERAL_ANOMALY']
119,0.0190865,False,normal,U001,2024-04-14 21:01:00,46338,gacoan,makanan & minuman,21,0.2528803628886143,0.11363636363636363,0,0.11217948717948718,['GENERAL_ANOMALY']
120,0.0201121,False,normal,U001,2024-04-15 03:15:00,13067,gacoan,makanan & minuman,3,0.07544152372594641,0.13636363636363635,0,0.11538461538461539,['GENERAL_ANOMALY']
121,0.03264906,False,normal,U001,2024-04-15 19:35:00,190014,miniso,kebutuhan rumah,19,1.0906567451001552,0.09961685823754789,0,0.10835913312693499,['GENERAL_ANOMALY']
122,0.03265311,False,normal,U001,2024-04-16 04:35:00,21726,warmindo,makanan & minuman,4,0.14735115844217148,0.11627906976744186,0,0.11858974358974358,['GENERAL_ANOMALY']
123,0.0206912,False,normal,U001,2024-04-18 16:59:00,129006,miniso,makanan & minuman,16,0.9172318519187385,0.10344827586206896,0,0.12179487179487179,['GENERAL_ANOMALY']
124,0.03678741,False,normal,U001,2024-04-19 03:07:00,3371,transjogja,transport,3,0.023433953581168305,0.3157894736842105,0,0.1489971346704871,['GENERAL_ANOMALY']
125,0.03448845,False,normal,U001,2024-04-19 08:05:00,133833,kai access,transport,8,0.957314172696092,0.23076923076923078,0,0.1518624641833811,['GENERAL_ANOMALY']
126,0.0394808,False,normal,U001,2024-04-20 00:02:00,133186,superindo,makanan & minuman,0,0.9046732780872164,0.13513513513513514,0,0.125,['GENERAL_ANOMALY']
127,0.03263512,False,normal,U001,2024-04-20 11:57:00,94484,tol indonesia,transport,11,0.589569896767237,0.08823529411764706,0,0.15472779369627507,['GENERAL_ANOMALY']
128,0.02294715,False,normal,U001,2024-04-20 13:03:00,16918,depot air minum,kebutuhan rumah,13,0.1923006974566022,0.2,0,0.11145510835913312,['GENERAL_ANOMALY']
129,0.04736262,False,normal,U001,2024-04-20 16:44:00,123156,kai access,transport,16,1.5749795703833862,0.2692307692307692,0,0.15759312320916904,['GENERAL_ANOMALY']
130,0.00841972,False,normal,U001,2024-04-23 21:44:00,34311,superindo,makanan & minuman,21,0.39953608121373446,0.14414414414414414,0,0.1282051282051282,['GENERAL_ANOMALY']
131,0.03263312,False,normal,U001,2024-04-25 01:05:00,171732,miniso,kebutuhan rumah,1,1.9514667363624483,0.10727969348659004,0,0.11455108359133127,['GENERAL_ANOMALY']
132,0.03687893,False,normal,U001,2024-04-25 19:32:00,100994,pertamina,transport,19,1.171987146830863,0.25,0,0.16045845272206305,['GENERAL_ANOMALY']
133,0.02634606,False,normal,U001,2024-04-26 13:10:00,8786,gacoan,makanan & minuman,13,0.09336865741906757,0.1590909090909091,0,0.13141025641025642,['GENERAL_ANOMALY']
134,0.02069878,False,normal,U001,2024-04-29 17:31:00,30974,superindo,makanan & minuman,17,0.37737228322780375,0.15315315315315314,0,0.1346153846153846,['GENERAL_ANOMALY']
135,0.0281999,False,normal,U001,2024-04-30 17:44:00,286323,shopee official store,makanan & minuman,17,3.3749222050392276,0.13157894736842105,0,0.13782051282051283,['SPENDING_SPIKE']
136,0.0206234,False,normal,U001,2024-05-01 06:17:00,101045,miniso,kebutuhan rumah,6,1.009567637884489,0.1111111111111111,0,0.11764705882352941,['GENERAL_ANOMALY']
137,0.02614406,False,normal,U001,2024-05-01 15:53:00,182302,miniso,kebutuhan rumah,15,1.881860120384048,0.11494252873563218,0,0.12074303405572756,['GENERAL_ANOMALY']
138,0.03532495,False,normal,U001,2024-05-01 18:15:00,29239,miniso,kebutuhan rumah,18,0.27674007217824786,0.11877394636015326,0,0.1238390092879257,['GENERAL_ANOMALY']
139,0.01336924,False,normal,U001,2024-05-02 02:40:00,73692,miniso,kebutuhan rumah,2,0.689437088818867,0.12260536398467432,0,0.12693498452012383,['GENERAL_ANOMALY']
140,0.03047905,False,normal,U001,2024-05-02 03:05:00,75856,miniso,kebutuhan rumah,3,0.7441181548506584,0.12643678160919541,0,0.13003095975232198,['GENERAL_ANOMALY']
141,0.02738397,False,normal,U001,2024-05-04 08:29:00,80988,aqua,kebutuhan rumah,8,0.7633514396961977,0.2,0,0.13312693498452013,['GENERAL_ANOMALY']
142,0.03161656,False,normal,U001,2024-05-06 18:40:00,19776,warmindo,makanan & minuman,18,0.20383237013880515,0.13953488372093023,0,0.14102564102564102,['GENERAL_ANOMALY']
143,0.0209313,False,normal,U001,2024-05-09 09:21:00,20727,miniso,kebutuhan rumah,9,0.23315196666782903,0.13026819923371646,0,0.13622291021671826,['GENERAL_ANOMALY']
144,0.01986039,False,normal,U001,2024-05-09 17:08:00,109296,tol indonesia,transport,17,1.213143722278707,0.11764705882352941,0,0.16332378223495703,['GENERAL_ANOMALY']
145,0.02579031,False,normal,U001,2024-05-09 21:46:00,18710,superindo,makanan & minuman,21,0.19106380979807078,0.16216216216216217,0,0.14423076923076922,['GENERAL_ANOMALY']
146,0.02985157,False,normal,U001,2024-05-12 06:05:00,4268,indomaret,makanan & minuman,6,0.05997405995438711,0.08695652173913043,0,0.14743589743589744,['GENERAL_ANOMALY']
147,0.01609155,False,normal,U001,2024-05-13 08:04:00,39234,superindo,makanan & minuman,8,0.6380923261078872,0.17117117117117117,0,0.15064102564102563,['GENERAL_ANOMALY']
148,0.03070468,False,normal,U001,2024-05-13 20:35:00,12953,indomaret,makanan & minuman,20,0.27454662608415503,0.10144927536231885,0,0.15384615384615385,['GENERAL_ANOMALY']
149,0.02684731,False,normal,U001,2024-05-15 03:42:00,30244,superindo,makanan & minuman,3,0.6639590788347127,0.18018018018018017,0,0.15705128205128205,['GENERAL_ANOMALY']
150,0.04649027,False,normal,U001,2024-05-15 11:54:00,56566,shopee official store,makanan & minuman,11,1.3727545854750014,0.15789473684210525,0,0.16025641025641027,['GENERAL_ANOMALY']
151,0.03179043,False,normal,U001,2024-05-15 18:24:00,2805,parkir malioboro,transport,18,0.07141547768170847,0.2,0,0.166189111747851,['GENERAL_ANOMALY']
152,0.0833371,False,normal,U001,2024-05-15 19:29:00,79196,laundryklin,kebutuhan rumah,19,2.5174433943971337,0.2222222222222222,0,0.1393188854489164,['GENERAL_ANOMALY']
153,0.05558491,False,normal,U001,2024-05-15 22:11:00,97254,miniso,kebutuhan rumah,22,2.6003117572037033,0.13409961685823754,0,0.14241486068111456,['GENERAL_ANOMALY']
154,0.02003788,False,normal,U001,2024-05-16 21:53:00,52863,aqua,kebutuhan rumah,21,1.173335760072447,0.26666666666666666,0,0.14551083591331268,['GENERAL_ANOMALY']
